虎牙,#genre#
“骗骗”喜欢你,http://m3u8.hmrvideo.com/play/1578d38b92354a74ae67e1a041bef494.m3u8
误杀3,http://vip.ffzy-video.com/20250403/15219_09b35ad9/index.m3u8
九州千秋令,http://vip.ffzy-video.com/20250307/13536_a3d29241/index.m3u8
阿诺拉,http://vip.ffzy-video.com/20241218/8707_81baadac/index.m3u8
哪吒之魔童降世,http://m3u8.hmrvideo.com/play/6b984219fe874f68b639f752b3c7b635.m3u8
无痛凯恩,http://vip.ffzy-video.com/20250409/15667_e584bd19/index.m3u8
冰雪奇缘2,http://vip.ffzy-play2.com/20230102/19118_4ba6a740/index.m3u8
暗潮汹涌之惊魂12小时,http://vip.ffzy-video.com/20250408/15532_1ef619e8/index.m3u8
天空部队,http://vip.ffzy-video.com/20250329/14937_129d98d6/index.m3u8
在失落之地,http://vip.ffzy-play10.com/20250408/40193_986f7af9/index.m3u8
尖峰对决,http://vip.ffzy-video.com/20250406/15421_c73ff6dc/index.m3u8
观山太保,http://vip.ffzy-video.com/20250404/15337_85faaa6c/index.m3u8
黑木城盗金案,http://vip.ffzy-video.com/20250402/15187_95693687/index.m3u8
狼少女,http://vip.ffzy-video.com/20250403/15243_2e310f29/index.m3u8
误判,http://vip.ffzy-video.com/20250131/11338_eb0ad44c/index.m3u8
密室逃生,http://vip.ffzy-video.com/20250326/14673_5f353180/index.m3u8
乔妍的心事,http://m3u8.hmrvideo.com/play/f4b83ad9e0024a23b53e8f2b04cd1678.m3u8
二龙湖水怪,http://vip.ffzy-video.com/20250327/14723_c80728aa/index.m3u8
焚城,http://vip.ffzy-video.com/20250328/14809_4042d0c6/index.m3u8
大画王,http://vip.ffzy-video.com/20250321/14390_8a1df180/index.m3u8
西游降魔篇之快活城,http://svipsvip.ffzy-online5.com/20250322/39495_ca68cd88/index.m3u8
小小的我,http://vip.ffzy-video.com/20250126/11157_89f69258/index.m3u8
恶兽,http://vip.ffzy-video.com/20250318/14165_2d280461/index.m3u8
赤血营救,http://vip.ffzy-video.com/20250313/13864_c8be071d/index.m3u8
奇怪的记忆,http://vip.ffzy-video.com/20250315/13990_04288682/index.m3u8
苍月,http://vip.ffzy-video.com/20250303/13240_23d6c296/index.m3u8
临界点,http://svipsvip.ffzy-online5.com/20250316/39340_1b9d7ffc/index.m3u8
阿凡达,http://m3u8.hmrvideo.com/play/9f05b35711ec4e2191ab1ce157387d72.m3u8
阿凡达2,http://m3u8.hmrvideo.com/play/b2a7818dcc2b46e8a4b3c15f091eba23.m3u8
猩球崛起,http://vip.ffzy-play7.com/20221229/10364_613713b0/index.m3u8
猩球崛起2,http://vip.ffzy-play7.com/20230219/15328_66269bd7/index.m3u8
猩球崛起3,http://vip.ffzy-play7.com/20230219/15329_36fd14a4/index.m3u8
猩球崛起4,http://svipsvip.ffzy-online5.com/20240709/29755_fd61a19b/index.m3u8
电竞高校,http://vip.ffzy-play7.com/20230306/17222_3647760d/index.m3u8
电竞高校2,http://vip.ffzy-play7.com/20230306/17223_9c5307cd/index.m3u8
追龙,http://vip.ffzy-play7.com/20221104/1466_50247f5f/index.m3u8
导火线,http://vip.ffzy-play2.com/20221021/125_122b75e5/index.m3u8
杀破狼,http://vip.ffzy-play.com/20221018/1977_3ef7fe7e/index.m3u8
杀破狼2,http://vip.ffzy-play7.com/20221124/6746_246ce5ec/index.m3u8
杀破狼·贪狼,http://vip.ffzy-play.com/20221018/1978_1c69325c/index.m3u8
特殊身份,http://m3u8.hmrvideo.com/play/65e37262fde14573b7e3bcf028b5bea8.m3u8
一个人的武林,http://m3u8.hmrvideo.com/play/ac3c865f56374eb1b3b6c2f470758842.m3u8
喜爱夜蒲,http://m3u8.hmrvideo.com/play/99bbf320bb9c48ceb465246fb72ffc00.m3u8
喜爱夜蒲2,http://m3u8.hmrvideo.com/play/ce1de5d254984d1d923e8250764a1700.m3u8
喜爱夜蒲3,http://m3u8.hmrvideo.com/play/1e314bd7114f4d9cbf2623a91ad34a37.m3u8
色即是空,http://vip.ffzy-play8.com/20221101/256_79746e05/index.m3u8
色即是空2,http://vip.ffzy-play8.com/20221101/257_4527e538/index.m3u8
保你平安,http://super.ffzy-online6.com/20230511/11670_7153c139/index.m3u8
侏罗纪世界,http://m3u8.hmrvideo.com/play/e4d8b2e03fe747a5b5189c7e827ef241.m3u8
侏罗纪世界2,http://m3u8.hmrvideo.com/play/f1f65f25ca3f49abb2b02428aa5f82e0.m3u8
侏罗纪世界3,http://m3u8.hmrvideo.com/play/1d501eedba2c470fb3c17eb5e0e58b0e.m3u8
യ 美4,#genre#
美国队长1,http://vip.ffzy-online.com/20221216/35315_b62b0d64/index.m3u8
美国队长2,http://vip.ffzy-online.com/20221216/35194_712a42d6/index.m3u8
美国队长3,http://vip.ffzy-online.com/20221216/35172_a904dfdd/index.m3u8
美国队长4,http://vip.ffzy-play6.com/20250308/34776_9d55db9e/index.m3u8
യ 恐怖,#genre#
黑暗侵袭,http://vip.ffzy-play7.com/20230302/16797_652773e8/index.m3u8
黑暗侵袭2,http://vip.ffzy-play7.com/20230226/16441_7dbe21ec/index.m3u8

电影轮播,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
电影轮播2,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
电影轮播3,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
电影轮播4,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000p.flv?wsAuth=f149db0a268e17b462c4032f715fc551&token=cpn-androidmpro-0-85894-a3575d938a4aa30976aaee9c53a07043e9aa8ec98785781a&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
电影轮播5,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu.flv?wsAuth=87594bf7f0bf3d140de4168e744691f4&token=cpn-androidmpro-0-3637778-8c089871434b9344984c03f4c7655cdf172a1b1a18c4438c&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
电影轮播6,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p

യ 电影,#genre#  111.193.205.100:666
1905电影网A,http://120.76.248.139/live/lunbo/ssdy.m3u8
1905电影网B,http://150.138.77.132:10037/1905电影网.php?id=1905a
1905电影网B,http://xxwx.yoesun.com/1905dy.php?id=1905b



东北二人转,http://120.78.6.151:8968/yy.php?id=1356033451#http://jiaojirentv.top/2020/yy.php?id=1356033451
邵氏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519#http://zzy789.xyz/douyu1.php?id=4246519#http://live.chinacert.cftest5.cn/huya/4246519#http://tv.666150.xyz/huya.php?id=4246519
鸡毛飞上天,http://live.chinacert.cftest5.cn/huya/29982664#http://cdn.jdshipin.com:8880/huya.php?id=29982664
鸡毛飞上天,http://tv.666150.xyz/huya.php?id=29982664
鸡毛飞上天,http://1.94.31.214:35450/huya/29982664
鸡毛飞上天,http://live.chinacert.cftest5.cn/huya/29982664
情满四合院,http://live.chinacert.cftest5.cn/huya/11342426#http://tv.666150.xyz/huya.php?id=11342426
情满四合院,http://cdn.jdshipin.com:8880/huya.php?id=11342426
情满四合院,http://121.25.251.239:8100/huya/11342426#http://mvfn.zhch1968.com:35455/huya/11342426
