👉扫码添加售后微信👈,#genre#
Sky Sports Golf,P2p://generationnexxxt.com:19806/65791ef9000e6a67316403ad31ad3930
Sky Sports Football,P2p://generationnexxxt.com:19806/65791ef900094e3c3164026476a47cd3
Astro SuperSport,P2p://generationnexxxt.com:19806/8f8ad3ee6aa54ccbac64314553dfa1fa
Astro SuperSport 2,P2p://generationnexxxt.com:19806/650d4fca00064e791dd4dbcd16fd08c0
Astro SuperSport 3,P2p://generationnexxxt.com:19806/5b9b9986c20244908be60c3f18a3e435
Astro SuperSport 4,P2p://generationnexxxt.com:19806/c7f1be20958243f68c943016c446501e
beIN Sports 3,P2p://generationnexxxt.com:19806/65a52dc1000d76fbdd7dd8ab186b4afd
J Sports 2,P2p://generationnexxxt.com:19806/1dec0300cce54ba5853fd5aadc349595
J Sports 3,P2p://generationnexxxt.com:19806/1a9fd30d67f8480490d1fe07440658b5
J Sports 4,P2p://generationnexxxt.com:19806/f7915841f9c04692b3c336849b8ed00c
Skynet Sports HD,P2p://generationnexxxt.com:19806/64f03b7d000cf732ac3d879228791c70
Skynet Sports 2,P2p://generationnexxxt.com:19806/64f03b7e0004ca5cac3d89676c3c51df
Skynet Sports 5,P2p://generationnexxxt.com:19806/64f03b7f0003688dac3d8cf1521c6e9f
Skynet Sports 6,P2p://generationnexxxt.com:19806/64f03b7e000b23c7ac3d8b0d775b55a1
Fight Sports,P2p://generationnexxxt.com:19806/7375a5f151c047b294a8e8c6ddad178d
ESPN,P2p://generationnexxxt.com:19806/2436baa9e481444fa785298d5931bdba
beIN Sports 2,P2p://generationnexxxt.com:19806/65619d35000372e967236fc35ab64b39
NBA,P2p://generationnexxxt.com:19806/65159b8e000aa81c3e3cd2861b6b31f1
Eurosport HD,P2p://generationnexxxt.com:19806/65159769000b9a153e2ca23c14c042d2
Arena Bola,P2p://generationnexxxt.com:19806/6597c3de0009a0efa91838f96fd623b1
Sky Sports F1,P2p://generationnexxxt.com:19806/65791ef90003eb94316400fd79094faa
Sky Sports Arena,P2p://generationnexxxt.com:19806/65791ef8000e15953163ffb52b633954
Sky Sports Main Event,P2p://generationnexxxt.com:19806/65791ef800079cd23163fe0f44d92213
Sky Sports Cricket,P2p://generationnexxxt.com:19806/65791ef8000290523163fcb71a5c79e1
Sky Sports Mix,P2p://generationnexxxt.com:19806/65791ef7000cb6683163fb6f54195e6f
Golf Channel,P2p://generationnexxxt.com:19806/65619e930003f0fc6728c71226a25f2d
纬来篮球,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
NBA Prime Video 1,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/903014
NBA Prime Vídeo 2,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/903404
NBA 1 Golden State Warriors ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51215
NBA 10 Philadelphia 76ers ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51255
NBA 11 Detroit Pistons ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51259
NBA 12 Milwaukee Bucks ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51260
NBA 13 Denver Nuggets,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51261
NBA 14 Los Angeles Lakers ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51262
NBA 15 New Orleans Pelicans ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51217
NBA 17 Brooklyn Nets ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51220
NBA 2 Miami Heat ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51216
NBA 3 Boston Celtics ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51218
NBA 4 Chicago Bulls ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51224
NBA 5 Washington Wizards ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51225
NBA Prime Video 1,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/903014
NBA Prime Vídeo 2,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/903404
NBA 1 Golden State Warriors ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51215
NBA 10 Philadelphia 76ers ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51255
NBA 11 Detroit Pistons ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51259
NBA 12 Milwaukee Bucks ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51260
NBA 13 Denver Nuggets,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51261
NBA 14 Los Angeles Lakers ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51262
NBA 15 New Orleans Pelicans ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51217
NBA 17 Brooklyn Nets ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51220
NBA 2 Miami Heat ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51216
NBA 3 Boston Celtics ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51218
NBA 4 Chicago Bulls ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51224
NBA 5 Washington Wizards ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51225

🦄NBA-CBA「更新中」,#genre#
👉添加售后唯一微信👈,https://cloud.lxweb.cn/f/W6OOfB/WXSP.mp4
👉获取最新链接👈,https://cloud.lxweb.cn/f/W6OOfB/WXSP.mp4
NBA Prime Vídeo 2,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/903404
NBA 1 Golden State Warriors ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51215
NBA 10 Philadelphia 76ers ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51255
NBA 11 Detroit Pistons ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51259
NBA 12 Milwaukee Bucks ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51260
NBA 13 Denver Nuggets,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51261
NBA 14 Los Angeles Lakers ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51262
NBA 15 New Orleans Pelicans ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51217
NBA 17 Brooklyn Nets ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51220
NBA 2 Miami Heat ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51216
NBA 3 Boston Celtics ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51218
NBA 4 Chicago Bulls ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51224
NBA 5 Washington Wizards ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51225
NBA Prime Video 1,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/903014
NBA Prime Vídeo 2,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/903404
NBA 1 Golden State Warriors ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51215
NBA 10 Philadelphia 76ers ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51255
NBA 11 Detroit Pistons ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51259
NBA 12 Milwaukee Bucks ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51260
NBA 13 Denver Nuggets,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51261
NBA 14 Los Angeles Lakers ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51262
NBA 15 New Orleans Pelicans ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51217
NBA 17 Brooklyn Nets ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51220
NBA 2 Miami Heat ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51216
NBA 3 Boston Celtics ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51218
NBA 4 Chicago Bulls ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51224
NBA 5 Washington Wizards ,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/51225


🦄咪咕视频-①🏆,#genre#
咪咕视频1,http://39.134.66.66/PLTV/88888888/224/3221225643/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221225648/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225639/index.m3u8
咪咕视频4,http://39.134.66.66/PLTV/88888888/224/3221225652/index.m3u8
咪咕视频5,http://39.134.66.66/PLTV/88888888/224/3221225647/index.m3u8
咪咕视频6,http://39.134.66.66/PLTV/88888888/224/3221225645/index.m3u8
咪咕视频7,http://39.134.66.66/PLTV/88888888/224/3221225650/index.m3u8
咪咕视频8,http://39.134.66.66/PLTV/88888888/224/3221225641/index.m3u8
咪咕视频10,http://39.134.66.66/PLTV/88888888/224/3221225651/index.m3u8
咪咕视频11,http://39.134.66.66/PLTV/88888888/224/3221225619/index.m3u8
咪咕视频12,http://39.134.66.66/PLTV/88888888/224/3221225611/index.m3u8
咪咕视频13,http://39.134.66.66/PLTV/88888888/224/3221225649/index.m3u8
咪咕视频14,http://39.134.66.66/PLTV/88888888/224/3221225620/index.m3u8
咪咕视频15,http://39.134.66.66/PLTV/88888888/224/3221225613/index.m3u8
咪咕视频16,http://39.134.66.66/PLTV/88888888/224/3221225658/index.m3u8
咪咕视频8M3,http://39.134.66.66/PLTV/88888888/224/3221225758/index.m3u8
咪咕视频8M7,http://39.134.66.66/PLTV/88888888/224/3221225760/index.m3u8
咪咕视频8M8,http://39.134.66.66/PLTV/88888888/224/3221225756/index.m3u8
咪咕视频8M10,http://39.134.66.66/PLTV/88888888/224/3221225735/index.m3u8
咪咕视频8M12,http://39.134.66.66/PLTV/88888888/224/3221225739/index.m3u8
咪咕视频8M13,http://39.134.66.66/PLTV/88888888/224/3221225654/index.m3u8
咪咕视频 30M2160HDR,http://39.134.66.66/PLTV/88888888/224/3221225655/index.m3u8


🦄咪咕视频-②🏆,#genre#
咪咕视频 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
咪咕体育1,http://39.134.66.2/PLTV/88888888/224/3221225658/index.m3u8
咪咕体育2,http://39.134.66.2/PLTV/88888888/224/3221225649/index.m3u8
咪咕体育3,http://39.134.66.2/PLTV/88888888/224/3221225611/index.m3u8
咪咕体育4,http://39.134.66.2/PLTV/88888888/224/3221225613/index.m3u8
咪咕体育6,http://39.134.66.2/PLTV/88888888/224/3221225619/index.m3u8
咪咕体育7,http://39.134.66.2/PLTV/88888888/224/3221225620/index.m3u8
咪咕体育8,http://39.134.66.2/PLTV/88888888/224/3221225639/index.m3u8
咪咕体育9,http://39.134.66.2/PLTV/88888888/224/3221225641/index.m3u8
咪咕体育10,http://39.134.66.2/PLTV/88888888/224/3221225643/index.m3u8
咪咕体育11,http://39.134.66.2/PLTV/88888888/224/3221225645/index.m3u8
咪咕体育12,http://39.134.66.2/PLTV/88888888/224/3221225647/index.m3u8
咪咕体育13,http://39.134.66.2/PLTV/88888888/224/3221225648/index.m3u8
咪咕体育14,http://39.134.66.2/PLTV/88888888/224/3221225650/index.m3u8
咪咕体育15,http://39.134.66.2/PLTV/88888888/224/3221225652/index.m3u8
咪咕体育16,http://39.134.66.2/PLTV/88888888/224/3221225733/index.m3u8
咪咕体育17,http://39.134.66.2/PLTV/88888888/224/3221225735/index.m3u8
咪咕体育18,http://39.134.66.2/PLTV/88888888/224/3221225737/index.m3u8
咪咕体育19,http://39.134.66.2/PLTV/88888888/224/3221225739/index.m3u8
咪咕体育24,http://39.134.66.2/PLTV/88888888/224/3221225754/index.m3u8
咪咕体育25,http://39.134.66.2/PLTV/88888888/224/3221225756/index.m3u8
咪咕体育26,http://39.134.66.2/PLTV/88888888/224/3221225758/index.m3u8
咪咕体育27,http://39.134.66.2/PLTV/88888888/224/3221225760/index.m3u8
咪咕体育46,http://39.135.134.67/000000001000/3000000001000028638/index.m3u8
咪咕体育47,http://39.135.134.67/000000001000/3000000001000008379/index.m3u8
咪咕体育48,http://39.135.134.67/000000001000/3000000001000008001/index.m3u8
咪咕体育49,http://39.135.134.67/000000001000/3000000001000031494/index.m3u8
咪咕体育50,http://39.135.134.67/000000001000/3000000001000008176/index.m3u8
咪咕体育51,http://39.135.134.34/000000001000/3000000001000010129/index.m3u8
咪咕体育52,http://39.135.134.67/000000001000/3000000001000010948/index.m3u8
咪咕体育54,http://39.135.134.67/000000001000/3000000001000005308/index.m3u8
咪咕体育55,http://39.135.134.67/000000001000/3000000001000005969/index.m3u8
咪咕体育57,http://39.135.137.203/000000001000/3000000010000027691/index.m3u8
咪咕体育58,http://39.135.137.203/000000001000/3000000010000015560/index.m3u8
咪咕体育59,http://39.135.137.205/000000001000/3000000010000002809/index.m3u8
咪咕体育61,http://39.135.137.206/000000001000/3000000010000000097/index.m3u8
咪咕体育61,http://39.135.137.205/000000001000/3000000010000006077/index.m3u8
咪咕体育62,http://39.135.137.203/000000001000/3000000010000012558/index.m3u8
咪咕体育63,http://39.135.137.208/000000001000/3000000010000023434/index.m3u8
咪咕体育64,http://39.135.137.203/000000001000/3000000010000003915/index.m3u8
咪咕体育65,http://39.135.137.205/000000001000/3000000010000004193/index.m3u8
咪咕体育66,http://39.135.137.205/000000001000/3000000010000021904/index.m3u8
咪咕体育67,http://39.135.137.207/000000001000/3000000010000011297/index.m3u8
咪咕体育68,http://39.135.137.208/000000001000/3000000010000006658/index.m3u8
咪咕体育69,http://39.135.137.205/000000001000/3000000010000010833/index.m3u8
咪咕体育70,http://39.135.137.203/000000001000/3000000010000025380/index.m3u8
咪咕体育71,http://39.135.137.209/000000001000/3000000010000015686/index.m3u8
咪咕体育72,http://39.135.137.208/000000001000/3000000010000005180/index.m3u8


🦄香港频道「测试中」,#genre#
👉添加售后唯一微信👈,https://cloud.lxweb.cn/f/W6OOfB/WXSP.mp4
👉获取最新链接👈,https://cloud.lxweb.cn/f/W6OOfB/WXSP.mp4
凤凰资讯,http://ax.micaesoft.com/YMitv/YMITV_CN_ifengNEW.m3u8
凤凰中文,http://112.19.171.156:9999/udp/239.93.0.162:2192
凤凰资讯,http://112.19.171.156:9999/udp/239.93.0.118:2191
凤凰香港,http://103.95.24.37:880/fhxgt.m3u8
凤凰资讯,http://103.95.24.37:880/fhzx.m3u8
重温经典,http://125.210.150.58:9090/live/hzgq-cwjdgq-h264.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
凤凰香港,https://epg.pw/stream/e04b14233c7014451fd340e1c5d0cc6a7a47937fa22d135f61caa76777602bad.m3u8
凤凰中文,https://epg.pw/stream/91dffd2dca60b65821a94747f2f3020dfc9642bb89f86ed7fa6d8b0b7487c5d2.m3u8
凤凰资讯,https://epg.pw/stream/5fb13a1ac8acfc0fbc7121568b65c78e0383919949c35c2a7f278a1ddd081e2b.m3u8

CHC影迷电影,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43063/index.m3u8
明珠台,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnc5YlFBUEtiNllQZ0hPUTlwd2tNcjY0bnB4YVhhUWtYS3ZvU045b2l0MG8xcTR1OTJYSXpWK2RWeTVSK0NoWmU0NUkxWXBvNW9qM3BFWmJ1c0gvVFpBN1R2QjhVcWpsaXJQZHV2Sk0ycDcrY1BweEpyRDBicW8=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
翡翠台,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/a3pCV25Hc1QyLzlQajdQaW9ZTlZIM2JUMTVFYkxvVnBJUzhyLzA0RmJQZVEzUkkyTnlJQ1lnPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
凤凰资讯,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnpyc1Bwd0NJS0QwN29UR2FQbjdlUzV6bFRGTnpSa0pxUktiZlZpalE0QVIxTTZwMW1BVkhrcHE3dVh3VlNCVWhlcFBXM3EybEhnY0FoY25QWkxQNXNTdXpPTmRKb3krejg9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
凤凰中文,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnpyc1Bwd0NJS0QwN29UR2FQbjdlUzV6bFRGTnpSa0pxUktiZlZpalE0QVIxTTZwMW1BVkhrcHE3dVh3VlNCVWhlcFBXM3EybEhnY09uM3ZrZHhsa00xRkpjRmNGNGo1OUU9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
凤凰中文,http://183.204.13.237/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://183.204.13.237/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://183.204.13.13/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰中文,http://php.jdshipin.com:8880/jydx.php?id=37
凤凰资讯,http://php.jdshipin.com:8880/jydx.php?id=36

翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
星河频道,http://1b6467f415.iok.la:9931/tsfile/live/1008_1.m3u8
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
星空卫视,http://1b6467f415.iok.la:9931/tsfile/live/1039_1.m3u8
天映频道,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
星空卫视,hhttps://epg.pw/stream/295e40de2803afdf3bdd9e10c5468e14227aca3ddcb253c76c5124bd0b09e1a7.ctv
TVB体育资讯台http://66.165.240.154:8080/live/TVBtyzxt1/hls.m3u8
TVB无线新闻台,http://66.165.240.154:8080/live/TVBwxxwt/hls.m3u8
TVB翡翠台,http://58.176.4.57:8800/play/a00g
TVB J2,http://58.176.4.57:8800/play/a00c
TVB新闻台,http://58.176.4.57:8800/play/a00d
TVB明珠台,http://58.176.4.57:8800/play/a00b
TVB星河台https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
无线新闻http://66.165.240.154:8080/live/TVBwxxwt/hls.m3u8
无线娱乐新闻台https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
无线新闻,http://36.108.172.237:10002/stream/channelid/864637417
无线新闻,http://137.175.30.127:9080/hls/inews.m3u8
无线新闻,http://66.165.240.154:8080/live/TVBwxxwt/hls.m3u8

翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1
ViuTVsix,http://grandprix2023.asuscomm.com:8889/bysid/96
ViuTV,http://grandprix2023.asuscomm.com:8889/bysid/99
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2
TVB+,http://grandprix2023.asuscomm.com:8892/bysid/82
無綫新聞台,http://grandprix2023.asuscomm.com:8892/bysid/83
凤凰香港,http://grandprix2023.asuscomm.com:8892/bysid/85

Now 新闻台,http://58.87.99.251:8090/HK/nowxingying/hls.m3u8
Now SPORTS,http://119.23.61.191:8088/HK/nowbg/hls.m3u8
TVB本港台,http://113.64.145.195:8081/hls/135/index.m3u8
TVB功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB J2台,http://nz189l149.bb27109.ctm.net:8892/bysid/82
TVB无线新闻,http://66.165.240.154:8080/live/TVBwxxwt/hls.m3u8
TVB翡翠台,http://58.87.99.251:8090/GN/gdfc2/hls.m3u8
TVB星河台,http://113.64.145.195:8081/hls/135/index.m3u8
TVB翡翠台,http://158.180.67.130/live/hls/J/j.m3u8
TVB翡翠台 4K,http://158.180.67.130/live/hls/JUHD/juhd.m3u8
TVB翡翠台 4K,http://free.9528.eu.org:9529/stream/hk/test/master.m3u8?u=admin&p=70db29aeaebf312fd2b93d3d69d99a16ad3319d0b354567f2be5c5e91c6be18b
TVB星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/playlist.m3u8
TVB星河台,http://113.64.145.195:8081/hls/135/index.m3u8
TVB功夫台,https://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB无线新闻台,http://zsntlqj.xicp.net:8896/bysid/83
TVB娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVB娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB J1,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
Astro 翡翠台,http://gmlive.ddns.net:5000/kun5g/kun5g2024/51
Astro 华丽台,http://gmlive.ddns.net:5000/kun5g/kun5g2024/51
Astro 欢喜台,http://gmlive.ddns.net:5000/kun5g/kun5g2024/52
Astro AEC,http://gmlive.ddns.net:5000/kun5g/kun5g2024/53
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
亚洲武侠频道,https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8

Now体育 英超1,http://2hubs.ddns.net:25461/iamdrip/Bs9WYYnW6r/69854
Now体育 英超2,http://2hubs.ddns.net:25461/iamdrip/Bs9WYYnW6r/69855
Now体育 英超3,http://2hubs.ddns.net:25461/iamdrip/Bs9WYYnW6r/69856
Now体育 英超4,http://2hubs.ddns.net:25461/iamdrip/Bs9WYYnW6r/69857
Now体育 英超5,http://2hubs.ddns.net:25461/iamdrip/Bs9WYYnW6r/69858
Now体育 英超6,http://2hubs.ddns.net:25461/iamdrip/Bs9WYYnW6r/69859
Now体育 英超7,http://2hubs.ddns.net:25461/iamdrip/Bs9WYYnW6r/69860
Now体育 英超8,http://2hubs.ddns.net:25461/iamdrip/Bs9WYYnW6r/69861

（此处以下频道需要魔法）,https://cloud.lxweb.cn/f/08QDU0/3.MOV
無線新聞台,https://tv.iill.top/tvb/2
有线新闻台,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/hd110_h.live/playlist.m3u8
有线新闻台,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
耀才财经台HD,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
TVB亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
功夫台,https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/playlist.m3u8
TVB娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB J1台,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港34台全网,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
Clarity 4K (2160p)HD,https://classicarts.akamaized.net/hls/live/1024257/CAS/master.m3u8
港台RTHK33HD,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
港台RTHK34HD,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8


🦄澳门频道,#genre#
澳视澳门（ IPv6）,http://iptv.hiper25.com:58080/TDM/index.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/live.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/1024/live.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/a/live.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳门莲花,https://p.ggiptv.com/v/macaulotustv.php
澳门葡语,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门信息,http://61.244.22.5/ch5/info_ch5.live/chunklist_w105010641.m3u8
澳门有线 CH1,http://202.175.127.77/live/show/ch1/index.m3u8
澳门有线 CH3,http://202.175.127.77/live/show/ch3/index.m3u8
澳门有线新闻,http://202.175.127.77/live/show/ch2/index.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/index.m3u8
澳视葡语,http://61.244.22.5/ch2/ch2.live/index.m3u8
澳视体育,http://61.244.22.5/ch4/sport_ch4.live/index.m3u8
澳视资讯,http://61.244.22.5/ch5/info_ch5.live/index.m3u8
澳视综艺,http://61.244.22.5/ch6/hd_ch6.live/index.m3u8


🦄湾湾频道「测试中」,#genre#
👉添加售后唯一微信👈,https://cloud.lxweb.cn/f/W6OOfB/WXSP.mp4
👉获取最新链接👈,https://cloud.lxweb.cn/f/W6OOfB/WXSP.mp4
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森财经,rtmp://f13h.mine.nu/sat/tv571
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
DAZN体育-1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育-2,rtmp://f13h.mine.nu/sat/tv741

TVBS HD,http://111.76.16.111:9000/live.m3u8?c=1
TVBS NEWS,http://111.76.16.111:9000/live.m3u8?c=2
TVBS新闻台HD,http://111.76.16.111:9000/live.m3u8?c=3
中天新闻,http://111.76.16.111:9000/live.m3u8?c=4
中天新闻2,http://111.76.16.111:9000/live.m3u8?c=5
中天亚洲台,http://111.76.16.111:9000/live.m3u8?c=6
中视新闻,http://111.76.16.111:9000/live.m3u8?c=7
东森财经新闻HD,http://111.76.16.111:9000/live.m3u8?c=9
寰宇新闻台,http://111.76.16.111:9000/live.m3u8?c=10
台视新闻HD,http://111.76.16.111:9000/live.m3u8?c=11
